?cls	?xref
<http://purl.obolibrary.org/obo/UBERON_0000922>	"EHDAA:38"
<http://purl.obolibrary.org/obo/UBERON_0000922>	"XAO:0000113"
<http://purl.obolibrary.org/obo/UBERON_0000922>	"http://neurolex.org/wiki/Category:Embryonic_organism"
<http://purl.obolibrary.org/obo/UBERON_0000922>	"EFO:0001367"
<http://purl.obolibrary.org/obo/UBERON_0000922>	"SCTID:57991002"
<http://purl.obolibrary.org/obo/UBERON_0000922>	"IDOMAL:0000646"
<http://purl.obolibrary.org/obo/UBERON_0009752>	"EMAPA:26220"
<http://purl.obolibrary.org/obo/UBERON_0009752>	"EFO:0002557"
<http://purl.obolibrary.org/obo/UBERON_0001071>	"FMA:10665"
<http://purl.obolibrary.org/obo/UBERON_0001071>	"UMLS:C0226271"
<http://purl.obolibrary.org/obo/UBERON_0001071>	"SCTID:161746006"
<http://purl.obolibrary.org/obo/UBERON_0001071>	"Wikipedia:Superficial_part_of_transverse_cervical_artery"
<http://purl.obolibrary.org/obo/UBERON_0001071>	"NCIT:C53005"
<http://purl.obolibrary.org/obo/UBERON_0001071>	"MA:0002052"
<http://purl.obolibrary.org/obo/UBERON_0001071>	"EMAPA:37117"
<http://purl.obolibrary.org/obo/UBERON_0012367>	"FMA:15697"
<http://purl.obolibrary.org/obo/UBERON_0003703>	"NCIT:C32573"
<http://purl.obolibrary.org/obo/UBERON_0003703>	"MESH:D017734"
<http://purl.obolibrary.org/obo/UBERON_0003703>	"SCTID:276158002"
<http://purl.obolibrary.org/obo/UBERON_0003703>	"MA:0002659"
<http://purl.obolibrary.org/obo/UBERON_0003703>	"UMLS:C0206187"
<http://purl.obolibrary.org/obo/UBERON_0003703>	"GAID:281"
<http://purl.obolibrary.org/obo/UBERON_0003703>	"FMA:14678"
<http://purl.obolibrary.org/obo/UBERON_0011249>	"FMA:7484"
<http://purl.obolibrary.org/obo/UBERON_0011249>	"VSAO:0000306"
<http://purl.obolibrary.org/obo/UBERON_0011249>	"VHOG:0001666"
<http://purl.obolibrary.org/obo/UBERON_0004451>	"XAO:0003077"
<http://purl.obolibrary.org/obo/UBERON_0004451>	"EMAPA:37722"
<http://purl.obolibrary.org/obo/UBERON_0004451>	"MA:0002869"
<http://purl.obolibrary.org/obo/UBERON_0003304>	"EHDAA:170"
<http://purl.obolibrary.org/obo/UBERON_0003304>	"EHDAA2:0003241"
<http://purl.obolibrary.org/obo/UBERON_0003304>	"EMAPA:16115"
<http://purl.obolibrary.org/obo/UBERON_0006966>	"ZFA:0005813"
<http://purl.obolibrary.org/obo/UBERON_0011148>	"Wikipedia:Submucosal_glands"
<http://purl.obolibrary.org/obo/UBERON_0011148>	"EMAPA:37970"
<http://purl.obolibrary.org/obo/UBERON_0011148>	"BTO:0003751"
<http://purl.obolibrary.org/obo/UBERON_0000062>	"WBbt:0003760"
<http://purl.obolibrary.org/obo/UBERON_0000062>	"SCTID:272625005"
<http://purl.obolibrary.org/obo/UBERON_0000062>	"MA:0003001"
<http://purl.obolibrary.org/obo/UBERON_0000062>	"CARO:0020004"
<http://purl.obolibrary.org/obo/UBERON_0000062>	"EFO:0000634"
<http://purl.obolibrary.org/obo/UBERON_0000062>	"ENVO:01000162"
<http://purl.obolibrary.org/obo/UBERON_0000062>	"EMAPA:35949"
<http://purl.obolibrary.org/obo/UBERON_0000062>	"BIRNLEX:4"
<http://purl.obolibrary.org/obo/UBERON_0000062>	"NCIT:C13018"
<http://purl.obolibrary.org/obo/UBERON_0000062>	"Wikipedia:Organ_(anatomy)"
<http://purl.obolibrary.org/obo/UBERON_0000062>	"FMA:67498"
<http://purl.obolibrary.org/obo/UBERON_0000062>	"UMLS:C0178784"
<http://purl.obolibrary.org/obo/PR_P11836>	"UniProtKB:P11836"
<http://purl.obolibrary.org/obo/CL_0000038>	"BTO:0004911"
<http://purl.obolibrary.org/obo/UBERON_0010409>	"EMAPA:35336"
<http://purl.obolibrary.org/obo/UBERON_0010409>	"MA:0002486"
<http://purl.obolibrary.org/obo/UBERON_0015179>	"XAO:0004077"
<http://purl.obolibrary.org/obo/PATO_0001241>	"snap:Quality"
<http://purl.obolibrary.org/obo/UBERON_0009615>	"ZFA:0007044"
<http://purl.obolibrary.org/obo/UBERON_0009615>	"TAO:0007044"
<http://purl.obolibrary.org/obo/UBERON_0003462>	"SCTID:181799005"
<http://purl.obolibrary.org/obo/UBERON_0003462>	"MA:0001482"
<http://purl.obolibrary.org/obo/UBERON_0003462>	"EMAPA:19019"
<http://purl.obolibrary.org/obo/UBERON_0003462>	"EMAPA:35924"
<http://purl.obolibrary.org/obo/UBERON_0003462>	"UMLS:C0015455"
<http://purl.obolibrary.org/obo/UBERON_0003462>	"MESH:D005147"
<http://purl.obolibrary.org/obo/UBERON_0003462>	"NCIT:C63706"
<http://purl.obolibrary.org/obo/UBERON_0003462>	"MA:0003159"
<http://purl.obolibrary.org/obo/UBERON_0009576>	"EHDAA2:0001100"
<http://purl.obolibrary.org/obo/UBERON_0009576>	"EMAPA:17561"
<http://purl.obolibrary.org/obo/UBERON_0004734>	"NCIT:C34057"
<http://purl.obolibrary.org/obo/UBERON_0004734>	"FMA:293108"
<http://purl.obolibrary.org/obo/UBERON_0004734>	"FBbt:00005317"
<http://purl.obolibrary.org/obo/UBERON_0004734>	"Wikipedia:Trilaminar_blastocyst"
<http://purl.obolibrary.org/obo/UBERON_0004734>	"UMLS:C0017199"
<http://purl.obolibrary.org/obo/UBERON_0004734>	"MIAA:0000179"
<http://purl.obolibrary.org/obo/UBERON_0004734>	"UMLS:C1284022"
<http://purl.obolibrary.org/obo/UBERON_0004734>	"MESH:D005775"
<http://purl.obolibrary.org/obo/UBERON_0004734>	"NCIT:C34058"
<http://purl.obolibrary.org/obo/UBERON_0004734>	"BILA:0000060"
<http://purl.obolibrary.org/obo/UBERON_0004734>	"GAID:1302"
<http://purl.obolibrary.org/obo/UBERON_0004734>	"BTO:0001403"
<http://purl.obolibrary.org/obo/UBERON_0004734>	"Wikipedia:Gastrula"
<http://purl.obolibrary.org/obo/UBERON_0002345>	"EFO:0002527"
<http://purl.obolibrary.org/obo/UBERON_0002345>	"FMA:87217"
<http://purl.obolibrary.org/obo/UBERON_0002345>	"SCTID:181301002"
<http://purl.obolibrary.org/obo/UBERON_0002345>	"EMAPA:18605"
<http://purl.obolibrary.org/obo/UBERON_0002345>	"MA:0002572"
<http://purl.obolibrary.org/obo/UBERON_0000081>	"BTO:0001543"
<http://purl.obolibrary.org/obo/UBERON_0000081>	"UMLS:C0231049"
<http://purl.obolibrary.org/obo/UBERON_0000081>	"EMAPA_RETIRED:17207"
<http://purl.obolibrary.org/obo/UBERON_0000081>	"EHDAA:3089"
<http://purl.obolibrary.org/obo/UBERON_0000081>	"EHDAA:5911"
<http://purl.obolibrary.org/obo/UBERON_0000081>	"NCIT:C34209"
<http://purl.obolibrary.org/obo/UBERON_0000081>	"EHDAA2:0001137"
<http://purl.obolibrary.org/obo/UBERON_0000081>	"SCTID:308797000"
<http://purl.obolibrary.org/obo/UBERON_0000081>	"Wikipedia:Metanephros#Metanephros"
<http://purl.obolibrary.org/obo/UBERON_0000081>	"EMAPA:17373"
<http://purl.obolibrary.org/obo/UBERON_0000081>	"FMA:72172"
<http://purl.obolibrary.org/obo/UBERON_0000081>	"VHOG:0000039"
<http://purl.obolibrary.org/obo/UBERON_0005031>	"NCIT:C12224"
<http://purl.obolibrary.org/obo/UBERON_0005031>	"FMA:59832"
<http://purl.obolibrary.org/obo/UBERON_0005031>	"UMLS:C0226933"
<http://purl.obolibrary.org/obo/UBERON_0005031>	"SCTID:362088009"
<http://purl.obolibrary.org/obo/NCBITaxon_3312>	"GC_ID:1"
<http://purl.obolibrary.org/obo/UBERON_0003519>	"MA:0000554"
<http://purl.obolibrary.org/obo/UBERON_0003519>	"EMAPA:37240"
<http://purl.obolibrary.org/obo/CL_1000362>	"FMA:263154"
<http://purl.obolibrary.org/obo/UBERON_0000463>	"NCIT:C13236"
<http://purl.obolibrary.org/obo/UBERON_0000463>	"HAO:0000004"
<http://purl.obolibrary.org/obo/UBERON_0000463>	"XAO:0004001"
<http://purl.obolibrary.org/obo/UBERON_0000463>	"AEO:0000004"
<http://purl.obolibrary.org/obo/UBERON_0000463>	"TAO:0001487"
<http://purl.obolibrary.org/obo/UBERON_0000463>	"BILA:0000004"
<http://purl.obolibrary.org/obo/UBERON_0000463>	"FBbt:00007019"
<http://purl.obolibrary.org/obo/UBERON_0000463>	"ZFA:0001487"
<http://purl.obolibrary.org/obo/UBERON_0000463>	"AAO:0010839"
<http://purl.obolibrary.org/obo/UBERON_0000463>	"CALOHA:TS-2101"
<http://purl.obolibrary.org/obo/UBERON_0000463>	"VHOG:0001726"
<http://purl.obolibrary.org/obo/UBERON_0000463>	"TGMA:0001824"
<http://purl.obolibrary.org/obo/UBERON_0000463>	"SPD:0000008"
<http://purl.obolibrary.org/obo/UBERON_0000463>	"MA:0002450"
<http://purl.obolibrary.org/obo/UBERON_0000463>	"CARO:0000004"
<http://purl.obolibrary.org/obo/UBERON_0000463>	"galen:BodySubstance"
<http://purl.obolibrary.org/obo/UBERON_0000463>	"FMA:9669"
<http://purl.obolibrary.org/obo/UBERON_0000463>	"EHDAA2:0003004"
<http://purl.obolibrary.org/obo/UBERON_0000463>	"EMAPA:35178"
<http://purl.obolibrary.org/obo/UBERON_0010337>	"EHDAA2:0004604"
<http://purl.obolibrary.org/obo/UBERON_0004940>	"FMA:18014"
<http://purl.obolibrary.org/obo/UBERON_0002128>	"HBA:9177"
<http://purl.obolibrary.org/obo/UBERON_0002128>	"Wikipedia:Superior_olivary_complex"
<http://purl.obolibrary.org/obo/UBERON_0002128>	"VHOG:0001381"
<http://purl.obolibrary.org/obo/UBERON_0002128>	"UMLS:C0175427"
<http://purl.obolibrary.org/obo/UBERON_0002128>	"neuronames:569"
<http://purl.obolibrary.org/obo/UBERON_0002128>	"EV:0100263"
<http://purl.obolibrary.org/obo/UBERON_0002128>	"MBA:398"
<http://purl.obolibrary.org/obo/UBERON_0002128>	"MA:0001026"
<http://purl.obolibrary.org/obo/UBERON_0002128>	"DHBA:12462"
<http://purl.obolibrary.org/obo/UBERON_0002128>	"BAMS:SOC"
<http://purl.obolibrary.org/obo/UBERON_0002128>	"EMAPA:35840"
<http://purl.obolibrary.org/obo/UBERON_0002128>	"MESH:D065832"
<http://purl.obolibrary.org/obo/UBERON_0002128>	"FMA:72247"
<http://purl.obolibrary.org/obo/UBERON_0002128>	"BIRNLEX:1307"
<http://purl.obolibrary.org/obo/UBERON_0000158>	"NCIT:C12749"
<http://purl.obolibrary.org/obo/UBERON_0000158>	"FMA:82500"
<http://purl.obolibrary.org/obo/UBERON_0000158>	"MESH:D008566"
<http://purl.obolibrary.org/obo/UBERON_0000158>	"FMA:30322"
<http://purl.obolibrary.org/obo/NCBITaxon_2058185>	"PMID:29367151"
<http://purl.obolibrary.org/obo/NCBITaxon_2058185>	"GC_ID:1"
<http://purl.obolibrary.org/obo/NCBITaxon_10066>	"PMID:15371245"
<http://purl.obolibrary.org/obo/NCBITaxon_10066>	"GC_ID:1"
<http://purl.obolibrary.org/obo/UBERON_0004234>	"MA:0001270"
<http://purl.obolibrary.org/obo/UBERON_0004234>	"BTO:0000655"
<http://purl.obolibrary.org/obo/UBERON_0004234>	"EMAPA:35448"
<http://purl.obolibrary.org/obo/UBERON_0004234>	"FMA:312338"
<http://purl.obolibrary.org/obo/UBERON_0001143>	"FMA:14337"
<http://purl.obolibrary.org/obo/UBERON_0001143>	"galen:HepaticVein"
<http://purl.obolibrary.org/obo/UBERON_0001143>	"TAO:0000670"
<http://purl.obolibrary.org/obo/UBERON_0001143>	"UMLS:C0019155"
<http://purl.obolibrary.org/obo/UBERON_0001143>	"MA:0003015"
<http://purl.obolibrary.org/obo/UBERON_0001143>	"Wikipedia:Hepatic_vein"
<http://purl.obolibrary.org/obo/UBERON_0001143>	"ZFA:0000670"
<http://purl.obolibrary.org/obo/UBERON_0001143>	"EMAPA:19221"
<http://purl.obolibrary.org/obo/UBERON_0001143>	"AAO:0010216"
<http://purl.obolibrary.org/obo/UBERON_0001143>	"GAID:534"
<http://purl.obolibrary.org/obo/UBERON_0001143>	"XAO:0000387"
<http://purl.obolibrary.org/obo/UBERON_0001143>	"NCIT:C32736"
<http://purl.obolibrary.org/obo/UBERON_0001143>	"MESH:D006503"
<http://purl.obolibrary.org/obo/UBERON_0001143>	"SCTID:278191001"
<http://purl.obolibrary.org/obo/CHEBI_33567>	"KEGG:C02012"
<http://purl.obolibrary.org/obo/NCBITaxon_7147>	"GC_ID:1"
<http://purl.obolibrary.org/obo/CL_1000479>	"FMA:83386"
<http://purl.obolibrary.org/obo/CL_0000151>	"FMA:86916"
<http://purl.obolibrary.org/obo/CL_0000151>	"BTO:0003659"
<http://purl.obolibrary.org/obo/UBERON_0010376>	"FMA:79794"
<http://purl.obolibrary.org/obo/UBERON_0010376>	"EHDAA2:0001387"
<http://purl.obolibrary.org/obo/NCBITaxon_9605>	"GC_ID:1"
<http://purl.obolibrary.org/obo/CL_1000491>	"FMA:86737"
<http://purl.obolibrary.org/obo/UBERON_0011185>	"NCIT:C32669"
<http://purl.obolibrary.org/obo/UBERON_0011185>	"UMLS:C1517464"
<http://purl.obolibrary.org/obo/UBERON_0034923>	"CARO:0020000"
<http://purl.obolibrary.org/obo/UBERON_0034923>	"FBbt:00007276"
<http://purl.obolibrary.org/obo/CL_0000526>	"FMA:87653"
<http://purl.obolibrary.org/obo/UBERON_0012475>	"FMA:24139"
<http://purl.obolibrary.org/obo/CHEBI_35692>	"KEGG:C02028"
<http://purl.obolibrary.org/obo/UBERON_0011582>	"VSAO:0000301"
<http://purl.obolibrary.org/obo/UBERON_0001049>	"XAO:0003204"
<http://purl.obolibrary.org/obo/UBERON_0001049>	"neuronames:1365"
<http://purl.obolibrary.org/obo/UBERON_0001049>	"BTO:0001057"
<http://purl.obolibrary.org/obo/UBERON_0001049>	"CALOHA:TS-2371"
<http://purl.obolibrary.org/obo/UBERON_0001049>	"Wikipedia:Neural_tube"
<http://purl.obolibrary.org/obo/UBERON_0001049>	"ZFA:0001135"
<http://purl.obolibrary.org/obo/UBERON_0001049>	"EHDAA2:0001254"
<http://purl.obolibrary.org/obo/UBERON_0001049>	"MESH:D054259"
<http://purl.obolibrary.org/obo/UBERON_0001049>	"NCIT:C34226"
<http://purl.obolibrary.org/obo/UBERON_0001049>	"EHDAA:2869"
<http://purl.obolibrary.org/obo/UBERON_0001049>	"SCTID:362852000"
<http://purl.obolibrary.org/obo/UBERON_0001049>	"MIAA:0000069"
<http://purl.obolibrary.org/obo/UBERON_0001049>	"EMAPA:16164"
<http://purl.obolibrary.org/obo/UBERON_0001049>	"AAO:0010617"
<http://purl.obolibrary.org/obo/UBERON_0001049>	"MAT:0000069"
<http://purl.obolibrary.org/obo/UBERON_0001049>	"VHOG:0000307"
<http://purl.obolibrary.org/obo/UBERON_0001049>	"EHDAA:908"
<http://purl.obolibrary.org/obo/UBERON_0001049>	"FMA:293882"
<http://purl.obolibrary.org/obo/UBERON_0001049>	"TAO:0001135"
<http://purl.obolibrary.org/obo/UBERON_0001049>	"UMLS:C0231024"
<http://purl.obolibrary.org/obo/UBERON_0001049>	"DHBA:10154"
<http://purl.obolibrary.org/obo/UBERON_0001049>	"EMAPA:16757"
<http://purl.obolibrary.org/obo/UBERON_0004088>	"FMA:260119"
<http://purl.obolibrary.org/obo/UBERON_0003599>	"EMAPA:16749"
<http://purl.obolibrary.org/obo/UBERON_0003599>	"MA:0000697"
<http://purl.obolibrary.org/obo/CL_0000192>	"BTO:0004576"
<http://purl.obolibrary.org/obo/CL_0000192>	"FMA:14072"
<http://purl.obolibrary.org/obo/CL_0000192>	"CALOHA:TS-2159"
<http://purl.obolibrary.org/obo/UBERON_0003729>	"EMAPA:26937"
<http://purl.obolibrary.org/obo/UBERON_0003729>	"BTO:0002860"
<http://purl.obolibrary.org/obo/UBERON_0003729>	"NCIT:C77637"
<http://purl.obolibrary.org/obo/UBERON_0003729>	"UMLS:C0026639"
<http://purl.obolibrary.org/obo/UBERON_0003729>	"Wikipedia:Oral_mucosa"
<http://purl.obolibrary.org/obo/UBERON_0003729>	"MESH:D009061"
<http://purl.obolibrary.org/obo/UBERON_0003729>	"MA:0002794"
<http://purl.obolibrary.org/obo/UBERON_0003729>	"GAID:951"
<http://purl.obolibrary.org/obo/UBERON_0003729>	"CALOHA:TS-0716"
<http://purl.obolibrary.org/obo/UBERON_0003729>	"FMA:59660"
<http://purl.obolibrary.org/obo/UBERON_0010708>	"EMAPA:37860"
<http://purl.obolibrary.org/obo/UBERON_0010708>	"SCTID:110716002"
<http://purl.obolibrary.org/obo/UBERON_0010708>	"FMA:7183"
<http://purl.obolibrary.org/obo/UBERON_0010708>	"VSAO:0000213"
<http://purl.obolibrary.org/obo/NCBITaxon_8783>	"GC_ID:1"
<http://purl.obolibrary.org/obo/UBERON_0002257>	"UMLS:C0228590"
<http://purl.obolibrary.org/obo/UBERON_0002257>	"EMAPA:18575"
<http://purl.obolibrary.org/obo/UBERON_0002257>	"BAMS:VH"
<http://purl.obolibrary.org/obo/UBERON_0002257>	"FMA:256541"
<http://purl.obolibrary.org/obo/UBERON_0002257>	"BTO:0005151"
<http://purl.obolibrary.org/obo/UBERON_0002257>	"MA:0001134"
<http://purl.obolibrary.org/obo/UBERON_0002257>	"UMLS:C0228569"
<http://purl.obolibrary.org/obo/UBERON_0002257>	"Wikipedia:Anterior_horn_of_spinal_cord"
<http://purl.obolibrary.org/obo/UBERON_0002257>	"EMAPA:35794"
<http://purl.obolibrary.org/obo/UBERON_0002257>	"NCIT:C33859"
<http://purl.obolibrary.org/obo/UBERON_0002257>	"TAO:0000702"
<http://purl.obolibrary.org/obo/UBERON_0002257>	"BIRNLEX:2668"
<http://purl.obolibrary.org/obo/UBERON_0002257>	"SCTID:279443000"
<http://purl.obolibrary.org/obo/UBERON_0002257>	"neuronames:1751"
<http://purl.obolibrary.org/obo/UBERON_0002257>	"VHOG:0001288"
<http://purl.obolibrary.org/obo/UBERON_0002257>	"ZFA:0000702"
<http://purl.obolibrary.org/obo/UBERON_0002097>	"galen:Skin"
<http://purl.obolibrary.org/obo/UBERON_0002097>	"SCTID:181469002"
<http://purl.obolibrary.org/obo/UBERON_0002097>	"MESH:D012867"
<http://purl.obolibrary.org/obo/UBERON_0002097>	"EMAPA:17525"
<http://purl.obolibrary.org/obo/UBERON_0002097>	"FMA:7163"
<http://purl.obolibrary.org/obo/UBERON_0002097>	"NCIT:C12470"
<http://purl.obolibrary.org/obo/UBERON_0002097>	"XAO:0000023"
<http://purl.obolibrary.org/obo/UBERON_0002097>	"BTO:0001253"
<http://purl.obolibrary.org/obo/UBERON_0002097>	"MFMO:0000099"
<http://purl.obolibrary.org/obo/UBERON_0002097>	"EFO:0000962"
<http://purl.obolibrary.org/obo/UBERON_0002097>	"EHDAA2:0001844"
<http://purl.obolibrary.org/obo/UBERON_0002097>	"CALOHA:TS-0934"
<http://purl.obolibrary.org/obo/UBERON_0002097>	"Wikipedia:Skin"
<http://purl.obolibrary.org/obo/UBERON_0002097>	"UMLS:C1123023"
<http://purl.obolibrary.org/obo/UBERON_0008947>	"UMLS:C1514898"
<http://purl.obolibrary.org/obo/UBERON_0008947>	"NCIT:C34283"
<http://purl.obolibrary.org/obo/UBERON_0008947>	"EHDAA2:0004069"
<http://purl.obolibrary.org/obo/UBERON_0001255>	"EV:0100098"
<http://purl.obolibrary.org/obo/UBERON_0001255>	"GAID:0000004"
<http://purl.obolibrary.org/obo/UBERON_0001255>	"CALOHA:TS-1090"
<http://purl.obolibrary.org/obo/UBERON_0001255>	"EHDAA2:0000174"
<http://purl.obolibrary.org/obo/UBERON_0001255>	"MA:0000380"
<http://purl.obolibrary.org/obo/UBERON_0001255>	"SCTID:302512001"
<http://purl.obolibrary.org/obo/UBERON_0001255>	"EHDAA:9328"
<http://purl.obolibrary.org/obo/UBERON_0001255>	"UMLS:C0005682"
<http://purl.obolibrary.org/obo/UBERON_0001255>	"FMA:15900"
<http://purl.obolibrary.org/obo/UBERON_0001255>	"Wikipedia:Urinary_bladder"
<http://purl.obolibrary.org/obo/UBERON_0001255>	"EMAPA:18321"
<http://purl.obolibrary.org/obo/UBERON_0001255>	"NCIT:C12414"
<http://purl.obolibrary.org/obo/UBERON_0001255>	"VHOG:0000740"
<http://purl.obolibrary.org/obo/UBERON_0001255>	"galen:UrinaryBladder"
<http://purl.obolibrary.org/obo/UBERON_0001255>	"XAO:0000154"
<http://purl.obolibrary.org/obo/UBERON_0001255>	"MIAA:0000122"
<http://purl.obolibrary.org/obo/UBERON_0001255>	"EFO:0000290"
<http://purl.obolibrary.org/obo/UBERON_0001255>	"MAT:0000122"
<http://purl.obolibrary.org/obo/UBERON_0001255>	"MESH:D001743"
<http://purl.obolibrary.org/obo/UBERON_0001255>	"AAO:0000623"
<http://purl.obolibrary.org/obo/UBERON_0001255>	"BTO:0001418"
<http://purl.obolibrary.org/obo/UBERON_0000108>	"BilaDO:0000007"
<http://purl.obolibrary.org/obo/UBERON_0000108>	"WBls:0000005"
<http://purl.obolibrary.org/obo/UBERON_0000108>	"OGES:000003"
<http://purl.obolibrary.org/obo/UBERON_0000108>	"XAO:1000003"
<http://purl.obolibrary.org/obo/UBERON_0000108>	"MmusDv:0000007"
<http://purl.obolibrary.org/obo/UBERON_0000108>	"Wikipedia:Blastula"
<http://purl.obolibrary.org/obo/UBERON_0000108>	"OGES:000016"
<http://purl.obolibrary.org/obo/UBERON_0000108>	"OGES:000021"
<http://purl.obolibrary.org/obo/UBERON_0000108>	"BILS:0000108"
<http://purl.obolibrary.org/obo/UBERON_0000108>	"HsapDv:0000006"
<http://purl.obolibrary.org/obo/UBERON_0000108>	"ZFS:0000045"
<http://purl.obolibrary.org/obo/UBERON_0000108>	"EFO:0001282"
<http://purl.obolibrary.org/obo/UBERON_0003112>	"NCIT:C98765"
<http://purl.obolibrary.org/obo/UBERON_0003112>	"ZFA:0000351"
<http://purl.obolibrary.org/obo/UBERON_0003112>	"TAO:0000351"
<http://purl.obolibrary.org/obo/UBERON_0003112>	"XAO:0003172"
<http://purl.obolibrary.org/obo/UBERON_0003112>	"AAO:0010206"
<http://purl.obolibrary.org/obo/UBERON_0003112>	"EFO:0003525"
<http://purl.obolibrary.org/obo/UBERON_6007280>	"FBbt:00007280"
<http://purl.obolibrary.org/obo/CL_0000839>	"CALOHA:TS-2099"
<http://purl.obolibrary.org/obo/CL_0000839>	"FMA:70339"
<http://purl.obolibrary.org/obo/CL_0000839>	"BTO:0004730"
<http://purl.obolibrary.org/obo/GO_0015114>	"RHEA:32823"
<http://purl.obolibrary.org/obo/UBERON_0003824>	"MESH:D013900"
<http://purl.obolibrary.org/obo/UBERON_0003824>	"EMAPA:37265"
<http://purl.obolibrary.org/obo/UBERON_0003824>	"SCTID:359876006"
<http://purl.obolibrary.org/obo/UBERON_0003824>	"MA:0000562"
<http://purl.obolibrary.org/obo/UBERON_0001302>	"NCIT:C33475"
<http://purl.obolibrary.org/obo/UBERON_0001302>	"FMA:18483"
<http://purl.obolibrary.org/obo/UBERON_0001302>	"SCTID:280106006"
<http://purl.obolibrary.org/obo/UBERON_0001302>	"MA:0001717"
<http://purl.obolibrary.org/obo/UBERON_0001302>	"EMAPA:37369"
<http://purl.obolibrary.org/obo/UBERON_0001302>	"UMLS:C0227900"
<http://purl.obolibrary.org/obo/UBERON_0014403>	"WBbt:0005757"
<http://purl.obolibrary.org/obo/UBERON_0014403>	"AEO:0000175"
<http://purl.obolibrary.org/obo/UBERON_0000059>	"MA:0000333"
<http://purl.obolibrary.org/obo/UBERON_0000059>	"galen:LargeIntestine"
<http://purl.obolibrary.org/obo/UBERON_0000059>	"XAO:0000131"
<http://purl.obolibrary.org/obo/UBERON_0000059>	"AAO:0010396"
<http://purl.obolibrary.org/obo/UBERON_0000059>	"MIAA:0000046"
<http://purl.obolibrary.org/obo/UBERON_0000059>	"CALOHA:TS-1306"
<http://purl.obolibrary.org/obo/UBERON_0000059>	"EMAPA:19252"
<http://purl.obolibrary.org/obo/UBERON_0000059>	"NCIT:C12379"
<http://purl.obolibrary.org/obo/UBERON_0000059>	"FMA:7201"
<http://purl.obolibrary.org/obo/UBERON_0000059>	"SCTID:181254001"
<http://purl.obolibrary.org/obo/UBERON_0000059>	"BTO:0000706"
<http://purl.obolibrary.org/obo/UBERON_0000059>	"GAID:306"
<http://purl.obolibrary.org/obo/UBERON_0000059>	"MESH:D007420"
<http://purl.obolibrary.org/obo/UBERON_0000059>	"EV:0100077"
<http://purl.obolibrary.org/obo/UBERON_0000059>	"Wikipedia:Large_intestine_(anatomy)"
<http://purl.obolibrary.org/obo/UBERON_0000059>	"VHOG:0000054"
<http://purl.obolibrary.org/obo/UBERON_0000059>	"EFO:0000840"
<http://purl.obolibrary.org/obo/UBERON_0000059>	"UMLS:C0021851"
<http://purl.obolibrary.org/obo/UBERON_0007177>	"EMAPA:27395"
<http://purl.obolibrary.org/obo/UBERON_0007177>	"FMA:15657"
<http://purl.obolibrary.org/obo/UBERON_0007177>	"MA:0003196"
<http://purl.obolibrary.org/obo/UBERON_0007177>	"SCTID:113284008"
<http://purl.obolibrary.org/obo/UBERON_0000071>	"XAO:0000437"
<http://purl.obolibrary.org/obo/UBERON_0000071>	"XtroDO:0000085"
<http://purl.obolibrary.org/obo/UBERON_0005215>	"FMA:70983"
<http://purl.obolibrary.org/obo/UBERON_0005215>	"MA:0002616"
<http://purl.obolibrary.org/obo/UBERON_0005215>	"SCTID:362210003"
<http://purl.obolibrary.org/obo/UBERON_0005215>	"NCIT:C33459"
<http://purl.obolibrary.org/obo/UBERON_0005215>	"EMAPA:28518"
<http://purl.obolibrary.org/obo/UBERON_0000489>	"VHOG:0001730"
<http://purl.obolibrary.org/obo/UBERON_0000489>	"FMA:55671"
<http://purl.obolibrary.org/obo/UBERON_0000489>	"AAO:0010016"
<http://purl.obolibrary.org/obo/UBERON_0000489>	"TAO:0001490"
